ID,RA,DEC,K_ID,SMOOTH,FEATURES_DISK,STAR_ARTIFACT,ROUND,IN_BETWEEN,CLUMPY,W_SMOOTH,W_FEATURES_DISK,W_STAR_ARTIFACT,W_ROUND,W_IN_BETWEEN,W_CLUMPY
GDS_4542,53.109093,-27.869755,3107,0.33783783783783783,0.25675675675675674,0.40540540540540543,0.12,0.76,0.12,0.8947368421052632,0.4756710879962522,0.4144124779586473,0.1099164340451005,0.11658533832702705,0.7668293233459459,0.11658533832702705,0.8947368421052632
GDS_4656,53.106410,-27.869187,3111,0.5256410256410257,0.2692307692307692,0.20512820512820512,0.024390243902439025,0.975609756097561,0.0,0.4761904761904762,0.6467995064351199,0.2928185616940391,0.060381931870840976,0.024600813568783433,0.9753991864312166,0.0,0.4639001911285622
GDS_4560,53.107416,-27.869295,3125,0.4358974358974359,0.2435897435897436,0.3205128205128205,0.4705882352941176,0.5294117647058824,0.0,0.5789473684210527,0.5618098028059241,0.3337960477157952,0.10439414947828082,0.4705882352941176,0.5294117647058824,0.0,0.5789473684210527
GDS_4554,53.111056,-27.869139,3131,0.6351351351351351,0.08108108108108109,0.28378378378378377,0.1914893617021277,0.7659574468085106,0.042553191489361694,0.8333333333333334,0.7952795477537716,0.11250720043891088,0.09221325180731747,0.18626704571359512,0.7754072913354951,0.03832566295090985,0.7991339720263441
GDS_5028,53.117032,-27.867321,3145,0.7605633802816901,0.014084507042253518,0.22535211267605634,0.5925925925925926,0.4074074074074073,0.0,0.0,0.8722700071050338,0.023527963392950272,0.1042020295020159,0.5894356562377709,0.4105643437622292,0.0,0.0
GDS_4628,53.104107,-27.869063,3151,0.7534246575342466,0.0684931506849315,0.1780821917808219,0.5454545454545454,0.4545454545454545,0.0,0.8,0.8582123596416271,0.087144321625283,0.05464331873308985,0.5455275851648365,0.4544724148351634,0.0,0.8876948874414062
GDS_4664,53.112053,-27.868741,3154,0.4305555555555556,0.25,0.3194444444444444,0.0967741935483871,0.7741935483870968,0.12903225806451613,0.4444444444444444,0.6600408210004534,0.297837033394233,0.04212214560531345,0.09713640754066924,0.7733483824051051,0.12951521005422567,0.44452050363640905
GDS_4672,53.110813,-27.868317,3209,0.3466666666666667,0.28,0.37333333333333335,0.6923076923076923,0.3076923076923077,0.0,0.9047619047619048,0.4739691845099802,0.3637873048128124,0.1622435106772073,0.6923076923076923,0.3076923076923077,0.0,0.9086807346900432
GDS_4732,53.106153,-27.867453,3238,0.5,0.11842105263157895,0.3815789473684211,0.05263157894736842,0.8157894736842105,0.13157894736842105,0.7777777777777778,0.7375797236762318,0.12569846754109626,0.13672180878267198,0.053811196251812285,0.8116608131186569,0.13452799062953072,0.7704713415308277
GDS_4921,53.096849,-27.866070,3320,0.4415584415584416,0.2597402597402597,0.2987012987012987,0.2647058823529412,0.7058823529411765,0.029411764705882356,0.75,0.5593597649759549,0.3800194139366028,0.060620821087442364,0.2647058823529412,0.7058823529411765,0.029411764705882356,0.75
GDS_5145,53.106068,-27.865191,3350,0.4305555555555556,0.4027777777777778,0.16666666666666666,0.16129032258064516,0.7741935483870968,0.06451612903225806,0.3793103448275862,0.4969608247273917,0.4747747411105168,0.028264434162091494,0.15861770015619808,0.7832712473171926,0.05811105252660951,0.3739311528084313
GDS_4973,53.116210,-27.865109,3369,0.5507246376811594,0.3188405797101449,0.13043478260869565,0.05263157894736842,0.631578947368421,0.3157894736842105,0.3636363636363636,0.6186849378010201,0.3558925991535084,0.025422463045471442,0.053594819976903685,0.6431378397228443,0.3032673403002521,0.3581762091119384
GDS_5167,53.101685,-27.865031,3378,0.06578947368421052,0.7631578947368421,0.17105263157894735,0.0,0.6,0.4,0.15517241379310345,0.07437832659597979,0.8825865412394283,0.043035132164591976,0.0,0.6,0.4,0.17309310636543473
GDS_5001,53.097236,-27.865792,3386,0.42857142857142855,0.2207792207792208,0.35064935064935066,0.3333333333333333,0.6363636363636364,0.030303030303030307,0.8235294117647058,0.5887187375116694,0.3102445688733851,0.10103669361494558,0.321991635032154,0.6487363981467409,0.029271966821104913,0.855185040869366
GDS_5040,53.116785,-27.865546,3394,0.5394736842105263,0.3026315789473684,0.15789473684210525,0.024390243902439025,0.0975609756097561,0.8780487804878049,0.08695652173913042,0.5893642174828677,0.3486320268762084,0.0620037556409241,0.023665789888436758,0.09466315955374703,0.8816710505578162,0.062267723197433
GDS_5038,53.103120,-27.865235,3410,0.5657894736842105,0.2236842105263158,0.21052631578947367,0.04651162790697674,0.6511627906976745,0.3023255813953488,0.6470588235294118,0.7102717213727652,0.19590399753229626,0.09382428109493862,0.04544484653641453,0.659163650976891,0.29539150248669443,0.6723472425920992
GDS_5023,53.106532,-27.864822,3414,0.4933333333333334,0.24,0.26666666666666666,0.4324324324324325,0.5675675675675675,0.0,0.7222222222222222,0.6399811026204706,0.2976782980510409,0.06234059932848845,0.4286090179608417,0.5713909820391583,0.0,0.7150904935213501
GDS_5068,53.086199,-27.864480,3435,0.7671232876712328,0.0821917808219178,0.1506849315068493,0.125,0.8392857142857143,0.03571428571428571,0.16666666666666666,0.93998373422415,0.04966670209658418,0.010349563679265652,0.11753585364993295,0.8501270044385932,0.03233714191147377,0.015145656992433013
GDS_5146,53.083406,-27.864665,3439,0.5569620253164557,0.2405063291139241,0.20253164556962025,0.022727272727272728,0.2954545454545455,0.6818181818181818,0.10526315789473684,0.6259335226398597,0.3038423867358184,0.07022409062432203,0.023477646016113667,0.28714845520056564,0.6893738987833207,0.0647729138479147
GDS_5085,53.119086,-27.864002,3450,0.6216216216216216,0.1891891891891892,0.1891891891891892,0.0,0.6739130434782609,0.32608695652173914,0.35714285714285715,0.8207876416919728,0.17151336925983868,0.007698989048188523,0.0,0.6732153855450796,0.3267846144549204,0.3929821444562091
GDS_5088,53.116612,-27.863978,3451,0.5138888888888888,0.2222222222222222,0.2638888888888889,0.054054054054054064,0.8918918918918919,0.054054054054054064,0.4375,0.6791772231415383,0.2900020804853738,0.030820696373087958,0.04390194022839609,0.9030704528549898,0.053027606916614345,0.4375
